_id,name,slug,modelName,modelSlug,brandSlug,status,fuel-type,power-hp,torque-nm,clutch-type,emission-norm,engine-capacity-cc,engine-type,gearbox,transmission-type,number-of-cylinders,rpm,no-of-reverse-gears,cooling-type,motor-type,no-of-cng-cylinders,engine-model,max-speed-km-h,gradeability,mileage,driving-range-km-charge,real-world-range-km-charge,battery-type,battery-warranty,cabin-type,turning-radius-mm,chassis-type,front-suspension,rear-suspension,tiltable-cabin,gross-vehicle-weight-kg,length-mm,height-mm,wheelbase-mm,ground-clearance-mm,fuel-tank-capacity-ltr,kerb-weight-kg,payload-kg,width-mm,battery-capacity-kwh,cargo-body-length-mm,cargo-body-width-mm,cargo-body-height-mm,front-tyre-size,number-of-tyres,rear-tyre-size,front-brake-type,rear-brake-type,tyre-type,front-rim-size,rear-rim-size,charger-type,ac-charging-time,dc-fast-charging-time,battery-swapping,adjustable-driver-seat,cruise-control,cruise-control-desc,seat-type,arm-rest,driver-information-display,driver-information-display-desc,tiltable-steering,navigation-system,navigation-system-desc,seating-capacity,air-conditioner,fog-lamps,no-of-fog-lamps,mobile-charging-point,infotainment-system,infotainment-system-desc,headlamps,drive-modes,no-of-seat-belts,gps-tracking,fuel-monitoring-system,digital-instrument-cluster,size-of-the-digital-instrument-cluster,driver-seat-belt-reminder,telematics,telematics-desc,hill-hold-assist,hill-hold-assist-desc,abs,adas,adas-desc,dashcam,tyre-pressure-monitoring-system,speed-limit-device,reverse-parking-alert,blind-spot-mirror,electronics-stability-control,no-of-airbags,lane-departure-warning,autonomous-emergency-braking,collision-mitigation-system,driver-monitoring-camera,camera-360-degree
6756e7a14054c5f3bc2284a4,3360/CBC,3360-cbc,1015R,1015r,bharat-benz,expired,Diesel,147,460,330 mm Single dry plate hydraulic actuated,BS VI,3900,4D34i,6-Speed,Manual,4,,,,,,,80,24.38,,,,,,Day Cabin,13400,C-Chassis,Multileaf spring,Multileaf spring,,10600,6380,2420,3360,205,171,,,,,,,,8.25 x 16,6,8.25 x 16,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6756e7a54054c5f3bc2284a5,3760/CBC,3760-cbc,1015R,1015r,bharat-benz,expired,Diesel,147,460,330 mm Single dry plate hydraulic actuated,BS VI,3900,4D34i,6-Speed,Manual,4,,,,,,,80,24.38,,,,,,Day Cabin,13800,C-Chassis,Multileaf spring,Multileaf spring,,10600,6985,2420,3760,205,215,,,,,,,,8.25 x 16,6,8.25 x 16,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6756e7aa4054c5f3bc2284a6,4250/CBC,4250-cbc,1015R,1015r,bharat-benz,expired,Diesel,147,460,330 mm Single dry plate hydraulic actuated,BS VI,3900,4D34i,6-Speed,Manual,4,,,,,,,80,27.76,,,,,,Day Cabin,15700,C-Chassis,Multileaf spring,Multileaf spring,,10600,7950,2420,4250,205,215,,,,,,,,235/75R17.5,6,235/75R17.5,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6756e7af4054c5f3bc2284a7,4800/CBC,4800-cbc,1015R,1015r,bharat-benz,expired,Diesel,147,460,330 mm Single dry plate hydraulic actuated,BS VI,3900,4D34i,6-Speed,Manual,4,,,,,,,80,27.76,,,,,,Day Cabin,17600,C-Chassis,Multileaf spring,Multileaf spring,,10600,8195,2420,4800,205,215,,,,,,,,235/75R17.5,6,235/75R17.5,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6756e7b34054c5f3bc2284a8,4250/CBC,4250-cbc,1215R,1215r,bharat-benz,expired,Diesel,147,460,362 mm Single dry plate hydraulic actuated,BS VI,3900,4D34i,6-Speed,Manual,4,,,,,,,80,37.77,,,,,,Day Cabin,7850,C-Chassis,Multileaf spring,Multileaf spring,,11990,8030,2500,4250,245,215,,,,,,,,8.25 X 20,6,8.25 X 20,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6756e7b74054c5f3bc2284a9,4800/CBC,4800-cbc,1215R,1215r,bharat-benz,expired,Diesel,147,460,362 mm Single dry plate hydraulic actuated,BS VI,3900,4D34i,6-Speed,Manual,4,,,,,,,80,26.7,,,,,,Day Cabin,8800,C-Chassis,Multileaf spring,Multileaf spring,,11990,8580,2500,4800,245,215,,,,,,,,8.25 X 20,6,8.25 X 20,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6756e7bb4054c5f3bc2284aa,5050/CBC,5050-cbc,1215R,1215r,bharat-benz,expired,Diesel,147,460,362 mm Single dry plate hydraulic actuated,BS VI,3900,4D34i,6-Speed,Manual,4,,,,,,,80,26.7,,,,,,Day Cabin,9850,C-Chassis,Multileaf spring,Multileaf spring,,11990,9295,2500,5050,245,215,,,,,,,,8.25 X 20,6,8.25 X 20,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6756e7c14054c5f3bc2284ab,3360/CBC,3360-cbc,1215RE,1215re,bharat-benz,expired,Diesel,147,460,"Single dry plate, Hydraulic control 362",BS VI,3900,4D34i,6-Speed,Manual,4,,,,,,,80,24.26,,,,,,Day Cabin,6700,C-Chassis,Multileaf spring,Multileaf spring,,12800,6380,2500,3360,245,171,,,,,,,,8.25 X 20,6,8.25 X 20,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6756e7c64054c5f3bc2284ac,3760/CBC,3760-cbc,1215RE,1215re,bharat-benz,expired,Diesel,147,460,"Single dry plate, Hydraulic control 362",BS VI,3900,4D34i,6-Speed,Manual,4,,,,,,,80,24.26,,,,,,Day Cabin,6900,C-Chassis,Multileaf spring,Multileaf spring,,12800,7075,2500,3760,245,215,,,,,,,,8.25 X 20,6,8.25 X 20,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6756e7cb4054c5f3bc2284ad,4250/CBC,4250-cbc,1215RE,1215re,bharat-benz,expired,Diesel,147,460,"Single dry plate, Hydraulic control 362",BS VI,3900,4D34i,6-Speed,Manual,4,,,,,,,80,24.13,,,,,,Day Cabin,7850,C-Chassis,Multileaf spring,Multileaf spring,,13000,8030,2500,4250,245,215,,,,,,,,8.25R20,6,8.25R20,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6756e7cf4054c5f3bc2284ae,4800/CBC,4800-cbc,1215RE,1215re,bharat-benz,expired,Diesel,147,460,"Single dry plate, Hydraulic control 362",BS VI,3900,4D34i,6-Speed,Manual,4,,,,,,,80,24.13,,,,,,Day Cabin,8800,C-Chassis,Multileaf spring,Multileaf spring,,13000,8580,2500,4800,245,215,,,,,,,,8.25R20,6,8.25R20,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6756e7d44054c5f3bc2284af,5050/CBC,5050-cbc,1215RE,1215re,bharat-benz,expired,Diesel,147,460,"Single dry plate, Hydraulic control 362",BS VI,3900,4D34i,6-Speed,Manual,4,,,,,,,80,24.26,,,,,,Day Cabin,6700,C-Chassis,Multileaf spring,Multileaf spring,,12800,6380,2500,5050,245,215,,,,,,,,8.25 X 20,6,8.25 X 20,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6756e7d84054c5f3bc2284b0,3160/CBC,3160-cbc,1217C,1217c,bharat-benz,onsale,Diesel,167,520,"362 mm, Single dry plate, hydraulic control","BS VI, OBD 2",3907,4D34i Inline Diesel,6-Speed,Manual (MT),4,"Max Power: 2500, Max Torque: 1500",1,Liquid Cooling (Water Cooling),,,4D34i,60,38.7,4.5-5.5,,,,,Day Cabin,6100,C-Chassis,Semi Elliptic Leaf Spring with Hydraulic Shock Absorbers,Semi Elliptic Laminated Leaf Spring,Yes,13000,5435,2420,3160,245,171,5750,7250,2135,,,,,8.25 X 20,6,8.25 X 20,Drum Brakes,Drum Brakes,"Bias Ply (Heavy-duty, off-road)",20,20,,,,,Yes,No,,Standard,No,Yes,Digital cluster with essential truck metrics,Yes,No,,2 Seats,No,No,,Yes,Basic Audio System,"Basic Audio System: FM/AM Radio, AUX input, USB support",Halogen Headlamps,,2 Seat belts,Yes,Yes,No,,No,Yes,Fleet Management,No,,Yes,,,No,,Yes,No,Yes,No,,No,No,No,No,No
6756e7dc4054c5f3bc2284b1,3360/CBC,3360-cbc,1415R,1415r,bharat-benz,expired,Diesel,147,460,Single dry plate hydraulic actuated 362mm,BS VI,3900,4D34i,6-Speed,Manual,4,,,,,,,70,22.17,,,,,,Day Cabin,6700,C-Chassis,Multileaf spring,Multileaf spring,,14050,6380,2480,3360,225,171,,,,,,,,8.25R20,6,8.25R20,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6756e7e04054c5f3bc2284b2,3760/CBC,3760-cbc,1415R,1415r,bharat-benz,expired,Diesel,147,460,Single dry plate hydraulic actuated 362mm,BS VI,3900,4D34i,6-Speed,Manual,4,,,,,,,70,22.17,,,,,,Day Cabin,6900,C-Chassis,Multileaf spring,Multileaf spring,,14050,7075,2480,3760,225,215,,,,,,,,8.25R20,6,8.25R20,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6756e7e54054c5f3bc2284b3,4250/CBC,4250-cbc,1415R,1415r,bharat-benz,expired,Diesel,147,460,Single dry plate hydraulic actuated 362mm,BS VI,3900,4D34i,6-Speed,Manual,4,,,,,,,70,22.17,,,,,,Day Cabin,7850,C-Chassis,Multileaf spring,Multileaf spring,,14050,8030,2480,4250,225,215,,,,,,,,8.25R20,6,8.25R20,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6756e7ea4054c5f3bc2284b4,4800/CBC,4800-cbc,1415R,1415r,bharat-benz,expired,Diesel,147,460,Single dry plate hydraulic actuated 362mm,BS VI,3900,4D34i,6-Speed,Manual,4,,,,,,,70,22.17,,,,,,Day Cabin,8800,C-Chassis,Multileaf spring,Multileaf spring,,14500,8580,2480,4800,225,215,,,,,,,,8.25R20,6,8.25R20,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6756e7ee4054c5f3bc2284b5,5050/CBC,5050-cbc,1415R,1415r,bharat-benz,expired,Diesel,147,460,Single dry plate hydraulic actuated 362mm,BS VI,3900,4D34i,6-Speed,Manual,4,,,,,,,70,22.17,,,,,,Day Cabin,9850,C-Chassis,Multileaf spring,Multileaf spring,,14500,9295,2480,5050,225,215,,,,,,,,8.25R20,6,8.25R20,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6756e7f44054c5f3bc2284b6,3360/CBC,3360-cbc,1415RE,1415re,bharat-benz,expired,Diesel,147,460,Single dry plate hydraulic actuated 362mm,BS VI,3900,4D34i,6-Speed,Manual,4,,,,,,,70,22.17,,,,,,Day Cabin,6700,C-Chassis,Multileaf spring,Multileaf spring,,14500,6380,2475,3360,220,160,,,,,,,,255/70R22.5,6,255/70R22.5,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6756e7fa4054c5f3bc2284b7,3760/CBC,3760-cbc,1415RE,1415re,bharat-benz,expired,Diesel,147,460,Single dry plate hydraulic actuated 362mm,BS VI,3900,4D34i,6-Speed,Manual,4,,,,,,,70,22.17,,,,,,Day Cabin,6900,C-Chassis,Multileaf spring,Multileaf spring,,14500,7075,2475,3760,220,200,,,,,,,,255/70R22.5,6,255/70R22.5,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6756e7fe4054c5f3bc2284b8,4250/CBC,4250-cbc,1415RE,1415re,bharat-benz,expired,Diesel,147,460,Single dry plate hydraulic actuated 362mm,BS VI,3900,4D34i,6-Speed,Manual,4,,,,,,,70,22.17,,,,,,Day Cabin,7850,C-Chassis,Multileaf spring,Multileaf spring,,14500,8030,2475,4250,220,200,,,,,,,,255/70R22.5,6,255/70R22.5,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6756e8034054c5f3bc2284b9,4800/CBC,4800-cbc,1415RE,1415re,bharat-benz,expired,Diesel,147,460,Single dry plate hydraulic actuated 362mm,BS VI,3900,4D34i,6-Speed,Manual,4,,,,,,,70,22.17,,,,,,Day Cabin,8800,C-Chassis,Multileaf spring,Multileaf spring,,14500,8580,2475,4800,220,200,,,,,,,,255/70R22.5,6,255/70R22.5,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6756e8074054c5f3bc2284ba,5050/CBC,5050-cbc,1415RE,1415re,bharat-benz,expired,Diesel,147,460,Single dry plate hydraulic actuated 362mm,BS VI,3900,4D34i,6-Speed,Manual,4,,,,,,,70,22.17,,,,,,Day Cabin,9850,C-Chassis,Multileaf spring,Multileaf spring,,14500,9295,2475,5050,220,200,,,,,,,,255/70R22.5,6,255/70R22.5,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6756e80b4054c5f3bc2284bb,5100/CBC,5100-cbc,1617R,1617r,bharat-benz,onsale,Diesel,167,520,"362 mm, Single dry plate, hydraulic control","BS VI, OBD 2",3900,"4D34i, 4-Cylinder inline",6-Speed,Manual (MT),4,"Max Power - 2500, Max Torque - 1200-1600",1,Liquid Cooling (Water Cooling),,,4D34i,80,24-26.8,5-6.5,,,,,Sleeper Cabin,8650,C-Chassis,Multileaf spring,Multileaf spring,Yes,16200,8600,2600,5100,270,215,4900,9750,2457,,6100,2457,,10.00R20 |295/80R22.5,6,10.00R20 |295/80R22.5,Drum Brakes,Drum Brakes,"Radial (Long-distance, highway)",20/22.5,20/22.5,,,,,Yes,No,,Standard,No,Yes,"Multicolor screen, service indicators, rpm, speed",Yes,No,,2 Seats,Yes,Yes,2,Yes,Basic Audio System,"Basic Audio System: FM/AM Radio, AUX input, USB support",Halogen Headlamps,,2 Seat belts,,Yes,Yes,,Yes,Yes,Fleet management capability,No,,Yes,,,,,Yes,Yes,Yes,,,,,,,
6756e8114054c5f3bc2284bc,5900/CBC,5900-cbc,1617R,1617r,bharat-benz,onsale,Diesel,167,520,"362 mm, Single dry plate, hydraulic control","BS VI, OBD 2",3900,"4D34i, 4-Cylinder inline",6-Speed,Manual (MT),4,"Max Power - 2500, Max Torque - 1200-1600",1,Liquid Cooling (Water Cooling),,,4D34i,80,24-26.8,5-6.5,,,,,Sleeper Cabin,9650,C-Chassis,Multileaf spring,Multileaf spring,Yes,16200,9815,2600,5900,270,215,4990,9750,2457,,7200,2457,,10.00R20 |295/80R22.5,6,10.00R20 |295/80R22.5,Drum Brakes,Drum Brakes,"Radial (Long-distance, highway)",20/22.5,20/22.5,,,,,Yes,No,,Standard,No,Yes,"Multicolor screen, service indicators, rpm, speed",Yes,No,,2 Seats,Yes,Yes,2,Yes,Basic Audio System,"Basic Audio System: FM/AM Radio, AUX input, USB support",Halogen Headlamps,,2 Seat belts,,Yes,Yes,,Yes,Yes,Fleet management capability,No,,Yes,,,,,Yes,Yes,Yes,,,,,,,
6756e8154054c5f3bc2284bd,6700/CBC,6700-cbc,1617R,1617r,bharat-benz,onsale,Diesel,167,520,"362 mm, Single dry plate, hydraulic control","BS VI, OBD 2",3900,"4D34i, 4-Cylinder inline",6-Speed,Manual (MT),4,"Max Power - 2500, Max Torque - 1200-1600",1,Liquid Cooling (Water Cooling),,,4D34i,80,24-26.8,5-6.5,,,,,Sleeper Cabin,11300,C-Chassis,Multileaf spring,Multileaf spring,Yes,16200,11995,2600,6700,270,215,5331,9750,2457,,9450,2457,,10.00R20 |295/80R22.5,6,10.00R20 |295/80R22.5,Drum Brakes,Drum Brakes,"Radial (Long-distance, highway)",20/22.5,20/22.5,,,,,Yes,No,,Standard,No,Yes,"Multicolor screen, service indicators, rpm, speed",Yes,No,,2 Seats,Yes,Yes,2,Yes,Basic Audio System,"Basic Audio System: FM/AM Radio, AUX input, USB support",Halogen Headlamps,,2 Seat belts,,Yes,Yes,,Yes,Yes,Fleet management capability,No,,Yes,,,,,Yes,Yes,Yes,,,,,,,
6756e81a4054c5f3bc2284be,5100/CAB/20(ft),5100-cab-20ft,1917R,1917r,bharat-benz,onsale,Diesel,167,520,"362 mm, Single dry plate, Hydraulic control","BS VI, OBD 2",3900,"4D34i, 4-Cylinder inline diesel",6-Speed,Manual (MT),4,"Max Power - 2500, Max Torque - 1200-1600",1,Liquid Cooling (Water Cooling),,,4D34i,80,21.2-23.6,6.5,,,,,Sleeper Cabin,8650,C-Chassis,Multileaf spring,Multileaf spring,Yes,18500,8600,2600,5100,275,215,7614,10886,2457,,6100,2457,600,295/90R20 | 295/80R22.5 (Optional),6,295/90R20 | 295/80R22.5 (Optional),Drum Brakes,Drum Brakes,"Tubeless (Safer, efficient)",20/22.5,20/22.5,,,,,Yes,Yes,Soft cruise control for driver comfort,Standard,No,Yes,"Multicolor screen, vehicle information display",Yes,No,,2 Seats,No,Yes,2,Yes,Basic Audio System,"Basic Audio System: FM/AM Radio, AUX input, USB support",Halogen Headlamps,,2 Seat belts,Yes,Yes,Yes,,Yes,Yes,"Real-time monitoring, fleet management, 24/7 support",No,,Yes,,,No,No,Yes,Yes,Yes,No,,No,No,No,No,No
6756e81f4054c5f3bc2284bf,5500/CAB/22(ft),5500-cab-22ft,1917R,1917r,bharat-benz,onsale,Diesel,167,520,"362 mm, Single dry plate, Hydraulic control","BS VI, OBD 2",3900,"4D34i, 4-Cylinder inline diesel",6-Speed,Manual (MT),4,"Max Power - 2500, Max Torque - 1200-1600",1,Liquid Cooling (Water Cooling),,,4D34i,80,21.2-23.6,6.5,,,,,Sleeper Cabin,9650,C-Chassis,Multileaf spring,Multileaf spring,Yes,18500,9400,2600,5500,275,215,7614,10886,2457,,6700,2457,620,295/90R20 | 295/80R22.5 (Optional),6,295/90R20 | 295/80R22.5 (Optional),Drum Brakes,Drum Brakes,"Tubeless (Safer, efficient)",20/22.5,20/22.5,,,,,Yes,Yes,Soft cruise control for driver comfort,Standard,No,Yes,"Multicolor screen, vehicle information display",Yes,No,,2 Seats,No,Yes,2,Yes,Basic Audio System,"Basic Audio System: FM/AM Radio, AUX input, USB support",Halogen Headlamps,,2 Seat belts,Yes,Yes,Yes,,Yes,Yes,"Real-time monitoring, fleet management, 24/7 support",No,,Yes,,,No,No,Yes,Yes,Yes,No,,No,No,No,No,No
6756e8244054c5f3bc2284c0,5900/CAB/24(ft),5900-cab-24ft,1917R,1917r,bharat-benz,onsale,Diesel,167,520,"362 mm, Single dry plate, Hydraulic control","BS VI, OBD 2",3900,"4D34i, 4-Cylinder inline diesel",6-Speed,Manual (MT),4,"Max Power - 2500, Max Torque - 1200-1600",1,Liquid Cooling (Water Cooling),,,4D34i,80,21.2-23.6,6.5,,,,,Sleeper Cabin,9650,C-Chassis,Multileaf spring,Multileaf spring,Yes,18500,9815,2600,5900,275,215,6450,10886,2457,,7300,2457,620,295/90R20 | 295/80R22.5 (Optional),6,295/90R20 | 295/80R22.5 (Optional),Drum Brakes,Drum Brakes,"Tubeless (Safer, efficient)",20/22.5,20/22.5,,,,,Yes,Yes,Soft cruise control for driver comfort,Standard,No,Yes,"Multicolor screen, vehicle information display",Yes,No,,2 Seats,No,Yes,2,Yes,Basic Audio System,"Basic Audio System: FM/AM Radio, AUX input, USB support",Halogen Headlamps,,2 Seat belts,Yes,Yes,Yes,,Yes,Yes,"Real-time monitoring, fleet management, 24/7 support",No,,Yes,,,No,No,Yes,Yes,Yes,No,,No,No,No,No,No
6756e8284054c5f3bc2284c1,6700/CAB/31(ft),6700-cab-31ft,1917R,1917r,bharat-benz,onsale,Diesel,167,520,"362 mm, Single dry plate, Hydraulic control","BS VI, OBD 2",3900,"4D34i, 4-Cylinder inline diesel",6-Speed,Manual (MT),4,"Max Power - 2500, Max Torque - 1200-1600",1,Liquid Cooling (Water Cooling),,,4D34i,80,21.2-23.6,6.5,,,,,Sleeper Cabin,11300,C-Chassis,Multileaf spring,Multileaf spring,Yes,18500,11995,2600,6700,275,380,6450,10886,2457,,9450,2457,620,295/90R20 | 295/80R22.5 (Optional),6,295/90R20 | 295/80R22.5 (Optional),Drum Brakes,Drum Brakes,"Tubeless (Safer, efficient)",20/22.5,20/22.5,,,,,Yes,Yes,Soft cruise control for driver comfort,Standard,No,Yes,"Multicolor screen, vehicle information display",Yes,No,,2 Seats,No,Yes,2,Yes,Basic Audio System,"Basic Audio System: FM/AM Radio, AUX input, USB support",Halogen Headlamps,,2 Seat belts,Yes,Yes,Yes,,Yes,Yes,"Real-time monitoring, fleet management, 24/7 support",No,,Yes,,,No,No,Yes,Yes,Yes,No,,No,No,No,No,No
6756e82d4054c5f3bc2284c2,3600/CBC,3600-cbc,1923C,1923c,bharat-benz,expired,Diesel,241,850,395mm Single dry plate hydraulic control,BS VI,7200,OM926,6-Speed,Manual,6,,,,,,,60,38,,,,,,Day Cabin,6750,C-Chassis,Parabolic type leaf spring with 2 hydraulic shock absorbers,Semi-elliptical Leaf spring,,18500,6185,2960,3600,265,215,,,,,,,,11x20,6,11x20,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6756e8324054c5f3bc2284c3,4275/CBC,4275-cbc,2823C,2823c,bharat-benz,expired,Diesel,241,850,395mm Single dry plate hydraulic control,BS VI,7200,OM926,6-Speed,Manual,6,,,,,,,60,37.8,,,,,,Day Cabin,7750,C-Chassis,Parabolic type leaf spring with 2 hydraulic shock absorbers,Bogie Suspension,,28000,7185/7485 (RMC),2955,4275,290,215,,,,,,,,11x20,10,11x20,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6756e8364054c5f3bc2284c4,5175/CBC,5175-cbc,2823R,2823r,bharat-benz,expired,Diesel,241,850,395mm Single dry plate hydraulic control,BS VI,7200,OM926,6-Speed,Manual,6,,,,,,,80,23.5,,,,,,Day Cabin,9350,C-Chassis,Parabolic type leaf spring with 2 hydraulic shock absorbers,Balancer type semi-elliptical leaf spring,,28000,9892,2849,5175,226,380,,,,,,,,295/80R22.5,10,295/80R22.5,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6756e83b4054c5f3bc2284c5,5775/CBC,5775-cbc,2823R,2823r,bharat-benz,expired,Diesel,241,850,395mm Single dry plate hydraulic control,BS VI,7200,OM926,6-Speed,Manual,6,,,,,,,80,23.5,,,,,,Day Cabin,10800,C-Chassis,Parabolic type leaf spring with 2 hydraulic shock absorbers,Balancer type semi-elliptical leaf spring,,28000,11092,2942,5775,226,380,,,,,,,,295/80R22.5,10,295/80R22.5,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6756e83f4054c5f3bc2284c6,6375/CBC,6375-cbc,2823R,2823r,bharat-benz,expired,Diesel,241,850,395mm Single dry plate hydraulic control,BS VI,7200,OM926,6-Speed,Manual,6,,,,,,,80,23.5,,,,,,Day Cabin,11250,C-Chassis,Parabolic type leaf spring with 2 hydraulic shock absorbers,Balancer type semi-elliptical leaf spring,,28000,11992,2849,6375,226,380,,,,,,,,295/80R22.5,10,295/80R22.5,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6756e8454054c5f3bc2284c7,6375/32(ft)/CBC,6375-32ft-cbc,2823R,2823r,bharat-benz,expired,Diesel,241,850,395mm Single dry plate hydraulic control,BS VI,7200,OM926,6-Speed,Manual,6,,,,,,,80,23.5,,,,,,Day Cabin,10800,C-Chassis,Parabolic type leaf spring with 2 hydraulic shock absorbers,Balancer type semi-elliptical leaf spring,,28000,11092,2849,6375,226,380,,,,,,,,295/80R22.5,10,295/80R22.5,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6756e8494054c5f3bc2284c8,4275/CBC/14 Cum Scoop Body,4275-cbc-14-cum-scoop-body,2828C,2828c,bharat-benz,expired,Diesel,281,1100,Single dry plate hydraulic control 395,BS VI,7200,OM926,9-Speed,Manual,6,,,,,,,60,60.3,,,,,,Day Cabin,8100,C-Chassis,Parabolic Type Leaf Spring with 2 Hydraulic Shock Absorbers Anti-Roll Bar,Bogie Anti-Roll Bar Suspension,,28000,7185,2995,4275,282,215,,,,,,,,11x20,10,11x20,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6756e84e4054c5f3bc2284c9,4275/CBC/16 Cum Box Body,4275-cbc-16-cum-box-body,2828C,2828c,bharat-benz,expired,Diesel,281,1100,Single dry plate hydraulic control 395,BS VI,7200,OM926,9-Speed,Manual,6,,,,,,,60,60.3,,,,,,Day Cabin,8100,C-Chassis,Parabolic Type Leaf Spring with 2 Hydraulic Shock Absorbers Anti-Roll Bar,Bogie Anti-Roll Bar Suspension,,28000,7185,2849,4275,282,215,,,,,,,,11x20,10,11x20,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6756e8534054c5f3bc2284ca,4875/CBC/22 Cum Box Body,4875-cbc-22-cum-box-body,2828C,2828c,bharat-benz,expired,Diesel,281,1100,Single dry plate hydraulic control 395,BS VI,7200,OM926,9-Speed,Manual,6,,,,,,,60,60.3,,,,,,Day Cabin,9500,C-Chassis,Parabolic Type Leaf Spring with 2 Hydraulic Shock Absorbers Anti-Roll Bar,Bogie Anti-Roll Bar Suspension,,27600,7795,2995,4875,282,200,,,,,,,,11x20,10,11x20,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6756e8574054c5f3bc2284cb,4275/CBC,4275-cbc,2828CH,2828ch,bharat-benz,onsale,Diesel,281,1100,"430 mm, Single dry plate, hydraulic control","BS VI, OBD 2",7200,"OM 926, 6-cyl inline, Turbocharged",9-Speed,Manual (MT),6,"Max Power - 2200, Max Torque - 1200-1600",1,Liquid Cooling (Water Cooling),,,OM926,60,60.8,2.75-3.75,,,,,Day Cabin,8100,C-Chassis,Parabolic Type Leaf Spring with 2 Hydraulic Shock Absorbers Anti-Roll Bar,Bogie Suspension,Yes,27600,7185,2995,4275,331,215,11500,16100,2490,,,,,11x20,10,11x20,Drum Brakes,Drum Brakes,"Bias Ply (Heavy-duty, off-road)",20,20,,,,,Yes,No,,Standard,No,Yes,Digital cluster with service info,Yes,No,,2 Seats,No,No,,Yes,,,Halogen Headlamps,,2,Yes,,No,,Yes,Yes,Fleet management system (real-time tracking),No,,Yes,,,,,Yes,,Yes,,,,,,Yes,No
