_id,name,slug,modelName,modelSlug,brandSlug,status,fuel-type,power-hp,torque-nm,clutch-type,emission-norm,engine-capacity-cc,engine-type,gearbox,transmission-type,number-of-cylinders,rpm,no-of-reverse-gears,cooling-type,motor-type,no-of-cng-cylinders,engine-model,max-speed-km-h,gradeability,mileage,driving-range-km-charge,real-world-range-km-charge,battery-type,battery-warranty,cabin-type,turning-radius-mm,chassis-type,front-suspension,rear-suspension,tiltable-cabin,gross-vehicle-weight-kg,length-mm,height-mm,wheelbase-mm,ground-clearance-mm,fuel-tank-capacity-ltr,kerb-weight-kg,payload-kg,width-mm,battery-capacity-kwh,cargo-body-length-mm,cargo-body-width-mm,cargo-body-height-mm,front-tyre-size,number-of-tyres,rear-tyre-size,front-brake-type,rear-brake-type,tyre-type,front-rim-size,rear-rim-size,charger-type,ac-charging-time,dc-fast-charging-time,battery-swapping,adjustable-driver-seat,cruise-control,cruise-control-desc,seat-type,arm-rest,driver-information-display,driver-information-display-desc,tiltable-steering,navigation-system,navigation-system-desc,seating-capacity,air-conditioner,fog-lamps,no-of-fog-lamps,mobile-charging-point,infotainment-system,infotainment-system-desc,headlamps,drive-modes,no-of-seat-belts,gps-tracking,fuel-monitoring-system,digital-instrument-cluster,size-of-the-digital-instrument-cluster,driver-seat-belt-reminder,telematics,telematics-desc,hill-hold-assist,hill-hold-assist-desc,abs,adas,adas-desc,dashcam,tyre-pressure-monitoring-system,speed-limit-device,reverse-parking-alert,blind-spot-mirror,electronics-stability-control,no-of-airbags,lane-departure-warning,autonomous-emergency-braking,collision-mitigation-system,driver-monitoring-camera,camera-360-degree
6757e90d36e404f00a490452,5250/9 Cum/RMC,5250-9-cum-rmc,3525 RMC,tipper-3525-8x4-rmc,ashok-leyland,,Diesel,250,900,"380 mm dia - single dry plate, ceramic clutch, air assisted hydraulic booster",BS VI,,A series,9-Speed,Manual (MT),4,,,,,,,80,32,,,,,,Day Cabin,9100,C-Chassis,"Semi-elliptic multi leaf, and - Parabolic springs",NRS Semi Elliptic and Bogie,,35000,,,5250,,220,,,,,,,,295/90 R20,10,295/90R20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e91336e404f00a490453,5250/10 Cum/RMC,5250-10-cum-rmc,3525 RMC,tipper-3525-8x4-rmc,ashok-leyland,,Diesel,250,900,"380 mm dia - single dry plate, ceramic clutch, air assisted hydraulic booster",BS VI,,A series,9-Speed,Manual (MT),4,,,,,,,80,32,,,,,,Day Cabin,9100,C-Chassis,"Semi-elliptic multi leaf, and - Parabolic springs",NRS Semi Elliptic and Bogie,,35000,,,5250,,220,,,,,,,,295/90 R20,10,295/90R20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e91a36e404f00a490454,6600/Cowl,6600-cowl,4120 8x2 DTLA,4120-8x2-dtla,ashok-leyland,,Diesel,200,700,"380 mm dia - Single dry plate, ceramic clutch with air assisted hydraulic booster",BS VI,,H series CRS with iGen6 Technology,6-Speed,Manual (MT),6,,,,,,,80,,,,,,,Day and Sleeper Cabin,20700,Chassis with Cowl,Semi elliptic multi leaf (Optional) Parabolic springs,Non-reactive suspension (Optional) Slipper ended suspension,,40500,10900,3247,6600,253,375,,,2570,,,,,295/90 R20,14,295/90R20 - 16 PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e92036e404f00a490455,6600/CBC,6600-cbc,4120 8x2 DTLA,4120-8x2-dtla,ashok-leyland,,Diesel,200,700,"380 mm dia - Single dry plate, ceramic clutch with air assisted hydraulic booster",BS VI,,H series CRS with iGen6 Technology,6-Speed,Manual (MT),6,,,,,,,80,,,,,,,Day and Sleeper Cabin,20700,C-Chassis,Semi elliptic multi leaf (Optional) Parabolic springs,Non-reactive suspension (Optional) Slipper ended suspension,,40500,10900,3247,6600,253,375,,,2570,,,,,295/90 R20,14,295/90R20 - 16 PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e92536e404f00a490456,6600/24m3/Box,6600-24m3-box,4220 Tipper 10x4,4220-10x4-tipper,ashok-leyland,,Diesel,200,700,"380 mm dia - single dry plate,ceramic clutch, air assisted hydraulic booster",BS VI,5660,H series,9-Speed,Manual (MT),6,,,,,,,60,22,,,,,,Day Cabin,11885,C-Chassis,"Semi-elliptic multi leaf, Parabolic springs",NRS Semi-elliptic,,42000,,,6600,,375,,,,,,,,295/90 R20,14,295/90R20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e92b36e404f00a490457,6600/26m3/Box,6600-26m3-box,4220 Tipper 10x4,4220-10x4-tipper,ashok-leyland,,Diesel,200,700,"380 mm dia - single dry plate,ceramic clutch, air assisted hydraulic booster",BS VI,5660,H series,9-Speed,Manual (MT),6,,,,,,,60,22,,,,,,Day Cabin,11885,C-Chassis,"Semi-elliptic multi leaf, Parabolic springs",NRS Semi-elliptic,,42000,,,6600,,375,,,,,,,,295/90 R20,14,295/90R20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e93136e404f00a490458,6600/CAB,6600-cab,4220 Tipper 10x4,4220-10x4-tipper,ashok-leyland,,Diesel,200,700,"380 mm dia - single dry plate,ceramic clutch, air assisted hydraulic booster",BS VI,5660,H series,9-Speed,Manual (MT),6,,,,,,,60,22,,,,,,Day Cabin,11885,C-Chassis,"Semi-elliptic multi leaf, Parabolic springs",NRS Semi-elliptic,,42000,,,6600,,300,,,,,,,,295/90 R20,14,295/90R20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e93636e404f00a490459,6600/CAB,6600-cab,4225 Tipper 10x2,4225-10x2-tipper,ashok-leyland,,Diesel,250,900,"380 mm dia - single dry plate, ceramic clutch,air assisted hydraulic booster",BS VI,5300,A series,9-Speed,Manual (MT),4,,,,,,,60,32,,,,,,Day Cabin,11885,C-Chassis,"Semi-elliptic multi leaf, Parabolic Springs","Semi-elliptic multi leaf, Parabolic Springs",,42000,,,6600,,300,,,,,,,,295/90 R20,14,295/90R20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e93b36e404f00a49045a,6600/26m3/Box,6600-26m3-box,4225 Tipper 10x2,4225-10x2-tipper,ashok-leyland,,Diesel,250,900,"380 mm dia - single dry plate, ceramic clutch,air assisted hydraulic booster",BS VI,5300,A series,9-Speed,Manual (MT),4,,,,,,,60,32,,,,,,Day Cabin,11885,C-Chassis,"Semi-elliptic multi leaf, Parabolic Springs","Semi-elliptic multi leaf, Parabolic Springs",,42000,,,6600,,375,,,,,,,,295/90 R20,14,295/90R20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e94136e404f00a49045b,6600/24m3/Box,6600-24m3-box,4225 Tipper 10x2,4225-10x2-tipper,ashok-leyland,,Diesel,250,900,"380 mm dia - single dry plate, ceramic clutch,air assisted hydraulic booster",BS VI,5300,A series,9-Speed,Manual (MT),4,,,,,,,60,32,,,,,,Day Cabin,11885,C-Chassis,"Semi-elliptic multi leaf, Parabolic Springs","Semi-elliptic multi leaf, Parabolic Springs",,42000,,,6600,,375,,,,,,,,295/90 R20,14,295/90R20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e94636e404f00a49045c,6600/24m3/Box,6600-24m3-box,4225 Tipper 10x4,4225-10x4-tipper,ashok-leyland,,Diesel,250,900,"380 mm dia - single dry plate, ceramic clutch,air assisted hydraulic booster",BS VI,5300,A series,9-Speed,Manual (MT),4,,,,,,,60,32,,,,,,Day Cabin,11885,C-Chassis,"Semi-elliptic multi leaf, Parabolic Springs","Semi-elliptic multi leaf, Parabolic Springs",,42000,,,6600,,375,,,,,,,,295/90 R20,14,295/90R20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e94c36e404f00a49045d,6600/CAB,6600-cab,4225 Tipper 10x4,4225-10x4-tipper,ashok-leyland,,Diesel,250,900,"380 mm dia - single dry plate, ceramic clutch,air assisted hydraulic booster",BS VI,5300,A series,9-Speed,Manual (MT),4,,,,,,,60,32,,,,,,Day Cabin,11885,C-Chassis,"Semi-elliptic multi leaf, Parabolic Springs","Semi-elliptic multi leaf, Parabolic Springs",,42000,,,6600,,300,,,,,,,,295/90 R20,14,295/90R20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e95236e404f00a49045e,6600/26m3/Box,6600-26m3-box,4225 Tipper 10x4,4225-10x4-tipper,ashok-leyland,,Diesel,250,900,"380 mm dia - single dry plate, ceramic clutch,air assisted hydraulic booster",BS VI,5300,A series,9-Speed,Manual (MT),4,,,,,,,60,32,,,,,,Day Cabin,11885,C-Chassis,"Semi-elliptic multi leaf, Parabolic Springs","Semi-elliptic multi leaf, Parabolic Springs",,42000,,,6600,,375,,,,,,,,295/90 R20,14,295/90R20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e95836e404f00a49045f,6600/26m3/Box,6600-26m3-box,4220 Tipper 10x2,4220-10x2-tipper,ashok-leyland,,Diesel,200,700,"380 mm dia - Single dry plate, organic clutch with air assisted hydraulic booster",BS VI,5660,H series,9-Speed,Manual (MT),6,,,,,,,60,22,,,,,,Day Cabin,11885,C-Chassis,"Semi-elliptic multi leaf, Parabolic springs",NRS Semi-elliptic,,42000,,,6600,,375,,,,,,,,295/90 R20,14,295/90R20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e95e36e404f00a490460,6600/24m3/Box,6600-24m3-box,4220 Tipper 10x2,4220-10x2-tipper,ashok-leyland,,Diesel,200,700,"380 mm dia - Single dry plate, organic clutch with air assisted hydraulic booster",BS VI,5660,H series,9-Speed,Manual (MT),6,,,,,,,60,22,,,,,,Day Cabin,11885,C-Chassis,"Semi-elliptic multi leaf, Parabolic springs",NRS Semi-elliptic,,42000,,,6600,,375,,,,,,,,295/90 R20,14,295/90R20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e96336e404f00a490461,6600/CAB,6600-cab,4220 Tipper 10x2,4220-10x2-tipper,ashok-leyland,,Diesel,200,700,"380 mm dia - Single dry plate, organic clutch with air assisted hydraulic booster",BS VI,5660,H series,9-Speed,Manual (MT),6,,,,,,,60,22,,,,,,Day Cabin,11885,C-Chassis,"Semi-elliptic multi leaf, Parabolic springs",NRS Semi-elliptic,,42000,,,6600,,300,,,,,,,,295/90 R20,14,295/90R20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e96936e404f00a490462,6600/HSD/(30 ft),6600-hsd-30-ft,4825 10x2 DTLA MAV,4825-10x2-haulage,ashok-leyland,,Diesel,250,900,"395 mm dia - Single dry plate, ceramic clutch with air assisted hydraulic booster",BS VI,5300,A series CRS with iGen6 Technology,9-Speed,Manual (MT),,,,,,,,80,,,,,,,Day and Sleeper Cabin,11850,C-Chassis,Semi-elliptic multi leaf/Parabolic springs (optional),NRS suspension Slipper ended suspension (optional),,47500,11500,3110,6600,253,375,,,,,,,,295/90 R20,16,295/90R20 - 16 PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e96f36e404f00a490463,6600/FSD/(30 ft),6600-fsd-30-ft,4825 10x2 DTLA MAV,4825-10x2-haulage,ashok-leyland,,Diesel,250,900,"395 mm dia - Single dry plate, ceramic clutch with air assisted hydraulic booster",BS VI,5300,A series CRS with iGen6 Technology,9-Speed,Manual (MT),,,,,,,,80,,,,,,,Day and Sleeper Cabin,11850,C-Chassis,Semi-elliptic multi leaf/Parabolic springs (optional),NRS suspension Slipper ended suspension (optional),,47500,11500,3110,6600,253,375,,,,,,,,295/90 R20,16,295/90R20 - 16 PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e97536e404f00a490464,6600/HSD/(28 ft),6600-hsd-28-ft,4825 10x2 DTLA MAV,4825-10x2-haulage,ashok-leyland,,Diesel,250,900,"395 mm dia - Single dry plate, ceramic clutch with air assisted hydraulic booster",BS VI,5300,A series CRS with iGen6 Technology,9-Speed,Manual (MT),,,,,,,,80,,,,,,,Day and Sleeper Cabin,11850,C-Chassis,Semi-elliptic multi leaf/Parabolic springs (optional),NRS suspension Slipper ended suspension (optional),,47500,11500,3110,6600,253,375,,,,,,,,295/90 R20,16,295/90R20 - 16 PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e97b36e404f00a490465,6600/FSD/(28 ft),6600-fsd-28-ft,4825 10x2 DTLA MAV,4825-10x2-haulage,ashok-leyland,,Diesel,250,900,"395 mm dia - Single dry plate, ceramic clutch with air assisted hydraulic booster",BS VI,5300,A series CRS with iGen6 Technology,9-Speed,Manual (MT),,,,,,,,80,,,,,,,Day and Sleeper Cabin,11850,C-Chassis,Semi-elliptic multi leaf/Parabolic springs (optional),NRS suspension Slipper ended suspension (optional),,47500,11500,3110,6600,253,375,,,,,,,,295/90 R20,16,295/90R20 - 16 PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e98136e404f00a490466,6600/CBC/(28 ft),6600-cbc-28-ft,4825 10x2 DTLA MAV,4825-10x2-haulage,ashok-leyland,,Diesel,250,900,"395 mm dia - Single dry plate, ceramic clutch with air assisted hydraulic booster",BS VI,5300,A series CRS with iGen6 Technology,9-Speed,Manual (MT),,,,,,,,80,,,,,,,Day and Sleeper Cabin,11850,C-Chassis,Semi-elliptic multi leaf/Parabolic springs (optional),NRS suspension Slipper ended suspension (optional),,47500,11500,3110,6600,253,375,,,,,,,,295/90 R20,16,295/90R20 - 16 PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e98736e404f00a490467,6600/CBC/(30 ft),6600-cbc-30-ft,4825 10x2 DTLA MAV,4825-10x2-haulage,ashok-leyland,,Diesel,250,900,"395 mm dia - Single dry plate, ceramic clutch with air assisted hydraulic booster",BS VI,5300,A series CRS with iGen6 Technology,9-Speed,Manual (MT),,,,,,,,80,,,,,,,Day and Sleeper Cabin,11850,C-Chassis,Semi-elliptic multi leaf/Parabolic springs (optional),NRS suspension Slipper ended suspension (optional),,47500,11500,3110,6600,253,375,,,,,,,,295/90 R20,16,295/90R20 - 16 PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e98d36e404f00a490468,CAB,cab,5225 4X2,5225-4x2-trailer,ashok-leyland,,Diesel,250,900,"395 mm diameter - Single dry plate, ceramic clutch with air assisted hydraulic booster",BS VI,5300,"A series 5.3L, CRS with iGen-6 technology",9-Speed,Manual (MT),6,,,,,,,80,22.8,,,,,,Day and Sleeper Cabin,,C-Chassis,Parabolic springs,"Semi-Elliptic Multileaf, Helper spring -Parabolic",,52000,,,,260,375,,,,,,,,295/90 R20,6,295/90R20 - 16 PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e99236e404f00a490469,CBC,cbc,5225 4X2,5225-4x2-trailer,ashok-leyland,,Diesel,250,900,"395 mm diameter - Single dry plate, ceramic clutch with air assisted hydraulic booster",BS VI,5300,"A series 5.3L, CRS with iGen-6 technology",9-Speed,Manual (MT),6,,,,,,,80,22.8,,,,,,Day and Sleeper Cabin,,C-Chassis,Parabolic springs,"Semi-Elliptic Multileaf, Helper spring -Parabolic",,52000,,,,260,375,,,,,,,,295/90 R20,6,295/90R20 - 16 PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e99936e404f00a49046a,3400/CAB/4x2,3400-cab-4x2,5425 4x2 Trailer,5425-4x2-trailer,ashok-leyland,,Diesel,250,900,"395 mm dia â€“ Single dry plate, ceramic clutch with air assisted hydraulic booster",BS VI,5300,A Series BS6â€“ 4 cylinder with i-Gen6 technology,9-Speed,Manual (MT),06-Apr,,,,,,,80,23,4,,,,,Day and Sleeper Cabin N - Premium cabin,12600,HSS material with new improved design,"Parabolic Springs, Optional: Semi elliptic multi-leaf","Semi-Elliptic multi-leaf, Helper spring parabolic",No,18500,5950,3247,3400,,375,,,2570,,,,,295/90 R20-16 PR,6,295/90 R20-16 PR,,,,,,,,,,Yes,No,,Standard,No,Yes,,Yes,No,,Driver + 1 Passenger,Yes,,,,,,,,,,,,,,No,,No,,Yes,,,,,,,,,,,,,,
6757e99f36e404f00a49046b,Base,base,5525 6x4 Trailer,5525-6x4-trailer,ashok-leyland,,Diesel,250,900,380 mm dia/ 395 mm dia â€“ Single dry plate& ceramic clutch with air assisted hydraulic booster,,5300,H Series BS VI /â€“ 6 cylinder CRS with iGen6 technology& A series BS VI â€“ 4 cylinder& CRS with iGen-6 technology,9-Speed,Manual (MT),4,2400 Â,,,,,,80,,,,,,,Day and Sleeper Cabin,,Ladder type construction of HSS material â€“ design customized for load/road/applications,Front parabolic& Optional:Semi-Elliptical multileaf,Â Non reactive suspension& Optional: Bogie,,55000,6900,2987,3900,,220,7000,,2570,,,,,295/90 R20,10,295/90 R20,Full air dual line brakes with ABS,Full air dual line brakes with ABS,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e9a436e404f00a49046c,3900/14m3/Box & Rock,3900-14m3-box-rock,U2825 Series Tipper,u2825-series-tipper,ashok-leyland,,Diesel,250,900,"395 mm dia single dry plate, ceramic clutch, air assisted hydrulic booster",BS VI,,H series 4 valve CRS with iGen6 technology,9-Speed,Manual (MT),4,,,,,,,60,48,,,,,,Day Cabin,8300,C-Chassis,Semi-elliptic multileaf and parabolic springs,NRS Semi-elliptic and bogie,,28000,,,3900,,200,,,,,,,,295/90 R20,10,295/90R20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e9aa36e404f00a49046d,3900/16m3/Box,3900-16m3-box,U2825 Series Tipper,u2825-series-tipper,ashok-leyland,,Diesel,250,900,"395 mm dia single dry plate, ceramic clutch, air assisted hydrulic booster",BS VI,,H series 4 valve CRS with iGen6 technology,9-Speed,Manual (MT),4,,,,,,,60,40.3,,,,,,Day Cabin,8300,C-Chassis,Semi-elliptic multileaf and parabolic springs,NRS Semi-elliptic and bogie,,28000,,,3900,,200,,,,,,,,295/90 R20,10,295/90R20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e9b136e404f00a49046e,3900/18m3/Box,3900-18m3-box,U2825 Series Tipper,u2825-series-tipper,ashok-leyland,,Diesel,250,900,"395 mm dia single dry plate, ceramic clutch, air assisted hydrulic booster",BS VI,,H series 4 valve CRS with iGen6 technology,9-Speed,Manual (MT),4,,,,,,,60,48,,,,,,Day Cabin,8300,C-Chassis,Semi-elliptic multileaf and parabolic springs,NRS Semi-elliptic and bogie,,28000,,,3900,,200,,,,,,,,295/90 R20,10,295/90R20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e9b636e404f00a49046f,3900/20m3/Box,3900-20m3-box,U2825 Series Tipper,u2825-series-tipper,ashok-leyland,,Diesel,250,900,"395 mm dia single dry plate, ceramic clutch, air assisted hydrulic booster",BS VI,,H series 4 valve CRS with iGen6 technology,9-Speed,Manual (MT),4,,,,,,,60,48,,,,,,Day Cabin,8300,C-Chassis,Semi-elliptic multileaf and parabolic springs,NRS Semi-elliptic and bogie,,28000,,,3900,,200,,,,,,,,295/90 R20,10,295/90R20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e9bb36e404f00a490470,3900/CAB,3900-cab,U2825 Series Tipper,u2825-series-tipper,ashok-leyland,,Diesel,250,900,"395 mm dia single dry plate, ceramic clutch, air assisted hydrulic booster",BS VI,,H series 4 valve CRS with iGen6 technology,9-Speed,Manual (MT),4,,,,,,,60,48,,,,,,Day Cabin,8300,C-Chassis,Semi-elliptic multileaf and parabolic springs,NRS Semi-elliptic and bogie,,28000,,,3900,,200,,,,,,,,295/90 R20,10,295/90R20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e9c236e404f00a490471,4600/20m3/Box,4600-20m3-box,U2825 Series Tipper,u2825-series-tipper,ashok-leyland,,Diesel,250,900,"395 mm dia single dry plate, ceramic clutch, air assisted hydrulic booster",BS VI,,H series 4 valve CRS with iGen6 technology,9-Speed,Manual (MT),4,,,,,,,60,48,,,,,,Day Cabin,8300,C-Chassis,Semi-elliptic multileaf and parabolic springs,NRS Semi-elliptic and bogie,,28000,,,4600,,200,,,,,,,,295/90 R20,10,295/90R20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e9c736e404f00a490472,4600/CAB,4600-cab,U2825 Series Tipper,u2825-series-tipper,ashok-leyland,,Diesel,250,900,"395 mm dia single dry plate, ceramic clutch, air assisted hydrulic booster",BS VI,,H series 4 valve CRS with iGen6 technology,9-Speed,Manual (MT),4,,,,,,,60,48,,,,,,Day Cabin,8300,C-Chassis,Semi-elliptic multileaf and parabolic springs,NRS Semi-elliptic and bogie,,28000,,,4600,,200,,,,,,,,295/90 R20,10,295/90R20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e9cd36e404f00a490473,5250/16m3/Box,5250-16m3-box,U3525 Series Tipper,u3525-series-tipper,ashok-leyland,,Diesel,250,900,"380 mm dia - single dry plate, ceramic clutch air assisted hydraulic booster",BS VI,,A series,9-Speed,Manual (MT),4,,,,,,,60,40,,,,,,Day Cabin,94700,C-Chassis,Semi-elliptic multileaf and parabolic springs,Bogie / NRS Semi-elliptic,,35000,,,5250,,300,,,,,,,,295/90 R20,12,295/90R20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e9d236e404f00a490474,5250/18m3/Box,5250-18m3-box,U3525 Series Tipper,u3525-series-tipper,ashok-leyland,,Diesel,250,900,"380 mm dia - single dry plate, ceramic clutch air assisted hydraulic booster",BS VI,,A series,9-Speed,Manual (MT),4,,,,,,,60,40,,,,,,Day Cabin,94700,C-Chassis,Semi-elliptic multileaf and parabolic springs,Bogie / NRS Semi-elliptic,,35000,,,5250,,300,,,,,,,,295/90 R20,12,295/90R20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e9d936e404f00a490475,5250/19 Cum Rock,5250-19-cum-rock,U3525 Series Tipper,u3525-series-tipper,ashok-leyland,,Diesel,250,900,"380 mm dia - single dry plate, ceramic clutch air assisted hydraulic booster",BS VI,,A series,9-Speed,Manual (MT),4,,,,,,,60,40,,,,,,Day Cabin,94700,C-Chassis,Semi-elliptic multileaf and parabolic springs,Bogie / NRS Semi-elliptic,,35000,,,5250,,300,,,,,,,,295/90 R20,12,295/90R20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e9de36e404f00a490476,5250/20m3/Box,5250-20m3-box,U3525 Series Tipper,u3525-series-tipper,ashok-leyland,,Diesel,250,900,"380 mm dia - single dry plate, ceramic clutch air assisted hydraulic booster",BS VI,,A series,9-Speed,Manual (MT),4,,,,,,,60,40,,,,,,Day Cabin,94700,C-Chassis,Semi-elliptic multileaf and parabolic springs,Bogie / NRS Semi-elliptic,,35000,,,5250,,300,,,,,,,,295/90 R20,12,295/90R20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e9e436e404f00a490477,5250/22m3/Box,5250-22m3-box,U3525 Series Tipper,u3525-series-tipper,ashok-leyland,,Diesel,250,900,"380 mm dia - single dry plate, ceramic clutch air assisted hydraulic booster",BS VI,,A series,9-Speed,Manual (MT),4,,,,,,,60,40,,,,,,Day Cabin,94700,C-Chassis,Semi-elliptic multileaf and parabolic springs,Bogie / NRS Semi-elliptic,,35000,,,5250,,300,,,,,,,,295/90 R20,12,295/90R20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e9e936e404f00a490478,5250/CAB,5250-cab,U3525 Series Tipper,u3525-series-tipper,ashok-leyland,,Diesel,250,900,"380 mm dia - single dry plate, ceramic clutch air assisted hydraulic booster",BS VI,,A series,9-Speed,Manual (MT),4,,,,,,,60,40,,,,,,Day Cabin,94700,C-Chassis,Semi-elliptic multileaf and parabolic springs,Bogie / NRS Semi-elliptic,,35000,,,5250,,300,,,,,,,,295/90 R20,12,295/90R20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e9ee36e404f00a490479,6690/CWC,6690-cwc,Pro 3019,pro-3019,eicher,onsale,Diesel,180,600,362,BS VI,3800,E494 CRS 3.8L,6-Speed,Manual (MT),4,,,,,,,80,25,,,,,,Day Cabin,23200,C-Chassis,Parabolic suspension,Semi Elliptical suspension,,18500,,,6690,258,425,,,,,,,,295/90 R 20,6,295/90 R 20,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e9f536e404f00a49047a,6690/CBC,6690-cbc,Pro 3019,pro-3019,eicher,onsale,Diesel,180,600,362,BS VI,3800,E494 CRS 3.8L,6-Speed,Manual (MT),4,,,,,,,80,25,,,,,,Day Cabin,23200,C-Chassis,Parabolic suspension,Semi Elliptical suspension,,18500,,,6690,258,425,,,,,,,,295/90 R 20,6,295/90 R 20,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757e9fa36e404f00a49047b,4900/CBC,4900-cbc,Pro 3019,pro-3019,eicher,onsale,Diesel,180,600,362,BS VI,3800,E494 CRS 3.8L,6-Speed,Manual (MT),4,,,,,,,80,25,,,,,,Day Cabin,16600,C-Chassis,Parabolic suspension,Semi Elliptical suspension,,18500,,,4900,258,190,,,,,,,,295/90 R 20,6,295/90 R 20,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6757ea0036e404f00a49047c,5490/MS Container,5490-ms-container,Pro 3019,pro-3019,eicher,onsale,Diesel,180,600,362,BS VI,3800,E494 CRS 3.8L,6-Speed,Manual (MT),4,,,,,,,80,25,,,,,,Day Cabin,20200,C-Chassis,Parabolic suspension,Semi Elliptical suspension,,18500,,,5490,258,425,,,,,,,,295/90 R 20,6,295/90 R 20,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
